419000103,22.548000,68.888000,None,None,None,None,None,2026-06-03 14:03:57.025+00,lrit,None,SWARNA MALA,9421403,None,None,None,None,None,Product,None
419000175,-28.900000,32.287333,None,None,None,None,None,2026-06-03 14:04:02.315+00,lrit,None,VISHVA EKTA,9487897,None,None,None,None,None,Bulk Carrier Without gear,None
419000178,19.156000,72.509333,None,None,None,None,None,2026-06-03 14:09:05.924+00,lrit,None,VISHVA VIKAS,9487902,None,None,None,None,None,Livestock,None
419000179,-25.453333,35.794000,None,None,None,None,None,2026-06-03 14:03:54.758+00,lrit,None,VISHVA DIKSHA,9487914,None,None,None,None,None,Roll on Roll off,None
419000205,18.764000,72.616667,None,None,None,None,None,2026-06-03 14:08:52.637+00,lrit,None,LTS 3000 ,9446843,None,None,None,None,None,Lash,None
419000218,18.564000,71.077333,None,None,None,None,None,2026-06-03 14:07:09.512+00,lrit,None,N B PRASAD,9576387,None,None,None,None,None,Anchor Handling,None
419000236,18.945333,72.864667,None,None,None,None,None,2026-06-03 14:04:08.221+00,lrit,None,ORION LAXMI,9606716,None,None,None,None,None,Jack Up Drill Ship,None
419000289,12.828000,81.716667,None,None,None,None,None,2026-06-03 14:05:47.337+00,lrit,None,TCI PRABHU,9195236,None,None,None,None,None,Dry Cargo Vessels,None
419000294,18.756667,72.141333,None,None,None,None,None,2026-06-03 14:09:05.192+00,lrit,None,SCI PAWAN,9547233,None,None,None,None,None,Offshore vessels,None
419000348,-27.956667,-17.220000,None,None,None,None,None,2026-06-03 14:03:45.777+00,lrit,None,MAHA ANOSHA,9425473,None,None,None,None,None,Bulk Carrier Without gear,None
419000348,-27.956667,-17.220000,None,None,None,None,None,2026-06-03 14:03:45.777+00,lrit,None,MAHA ANOSHA,9425473,None,None,None,None,None,Car Carrier,None
419000372,18.248667,73.017333,None,None,None,None,None,2026-06-03 14:05:57.778+00,lrit,None,CHANDRA SUN,9386134,None,None,None,None,None,None,None
419000372,18.248667,73.017333,None,None,None,None,None,2026-06-03 14:05:57.778+00,lrit,None,CHANDRA SUN,9386134,None,None,None,None,None,Salvage,None
419000377,9.950000,76.266000,None,None,None,None,None,2026-06-03 14:03:30.801+00,lrit,None,ELIKALPENI,9649378,None,None,None,None,None,Reefer,None
419000520,13.262000,80.340667,None,None,None,None,None,2026-06-03 14:06:34.325+00,lrit,None,OCEAN THUNDER,9517769,None,None,None,None,None,Offshore vessels,None
419000530,11.598667,72.747333,None,None,None,None,None,2026-06-03 14:06:38.833+00,lrit,None,CORALS,9651008,None,None,None,None,None,Passenger,None
419000531,10.820667,73.677333,None,None,None,None,None,2026-06-03 14:06:38.08+00,lrit,None,LAGOONS,9651010,None,None,None,None,None,Dry Cargo Vessels,None
419000596,18.990667,71.620000,None,None,None,None,None,2026-06-03 14:01:53.833+00,lrit,None,OSL STELLAR,9592513,None,None,None,None,None,Offshore Support Vessel (OSV),None
419000596,18.990667,71.620000,None,None,None,None,None,2026-06-03 14:01:53.833+00,lrit,None,OSL STELLAR,9592513,None,None,None,None,None,Offshore vessels,None
419000845,20.864667,71.387333,None,None,None,None,None,2026-06-03 14:03:42.781+00,lrit,None,SURYA 3,9710672,None,None,None,None,None,Lash,None
419000845,20.864667,71.387333,None,None,None,None,None,2026-06-03 14:03:42.781+00,lrit,None,SURYA 3,9710672,None,None,None,None,None,Offshore vessels,None
419000846,21.139333,72.732667,None,None,None,None,None,2026-06-03 14:09:01.516+00,lrit,None,SURYA 4,9710684,None,None,None,None,None,General,None
419000859,15.421333,73.806000,None,None,None,None,None,2026-06-03 14:07:10.251+00,lrit,None,ROYAL SESA,9664550,None,None,None,None,None,Dry Cargo Vessels,None
419000860,19.461333,71.416000,None,None,None,None,None,2026-06-03 14:03:46.54+00,lrit,None,TAG 13,9680827,None,None,None,None,None,Floating Production Storage & Offloading Vessel (FPSO),None
419000860,19.461333,71.416000,None,None,None,None,None,2026-06-03 14:03:46.54+00,lrit,None,TAG 13,9680827,None,None,None,None,None,Offshore vessels,None
419000903,11.610000,92.807333,None,None,None,None,None,2026-06-03 14:02:02.767+00,lrit,None,TCI LAKSHMI,9143817,None,None,None,None,None,Bulk Carrier Without gear,None
419000929,10.572000,72.635333,None,None,None,None,None,2026-06-03 14:06:33.557+00,lrit,None,SAGAR SAMRAJ,9748631,None,None,None,None,None,Reefer,None
419000941,19.546000,71.250667,None,None,None,None,None,2026-06-03 14:03:33.048+00,lrit,None,CELESTIAL,9694024,None,None,None,None,None,General,None
419000952,13.051333,93.128667,None,None,None,None,None,2026-06-03 14:06:35.085+00,lrit,None,GREATSHIP PRACHI,9727883,None,None,None,None,None,Roll on Roll off,None
419000956,16.674667,82.390000,None,None,None,None,None,2026-06-03 14:01:59.79+00,lrit,None,ERIN,9720756,None,None,None,None,None,Offshore vessels,None
419000956,16.674667,82.390000,None,None,None,None,None,2026-06-03 14:01:59.79+00,lrit,None,ERIN,9720756,None,None,None,None,None,Platform Support Vessel (PSV),None
419000966,18.933333,72.860000,None,None,None,None,None,2026-06-03 14:08:38.516+00,lrit,None,OFFSHORE RANGER,9214458,None,None,None,None,None,Offshore Support Vessel (OSV),None
419000967,14.251333,80.128000,None,None,None,None,None,2026-06-03 14:05:51.054+00,lrit,None,DECCAN PRIDE,9296224,None,None,None,None,None,Heavy Lift,None
419000970,16.234000,73.166000,None,None,None,None,None,2026-06-03 14:17:22.893+00,lrit,None,SSL GUJARAT,9137533,None,None,None,None,None,Dry Cargo Vessels,None
419001003,18.823333,71.732000,None,None,None,None,None,2026-06-03 14:03:36.788+00,lrit,None,ABS ANOKHI,9328247,None,None,None,None,None,Offshore vessels,None
419001009,17.419333,82.872000,None,None,None,None,None,2026-06-03 14:03:34.548+00,lrit,None,ANTIGOON,8717403,None,None,None,None,None,Offshore vessels,None
419001014,22.541333,88.316000,None,None,None,None,None,2026-06-03 14:06:36.586+00,lrit,None,ITT Leopard,9192648,None,None,None,None,None,Dry Cargo Vessels,None
419001015,5.568667,98.362667,None,None,None,None,None,2026-06-03 14:09:11.079+00,lrit,None,JAG AJAY,9723849,None,None,None,None,None,Bulk Carriers,None
419001016,-35.167333,27.392000,None,None,None,None,None,2026-06-03 14:07:08.782+00,lrit,None,JAG AMAR,9723851,None,None,None,None,None,Bulk Carriers,None
419001019,13.103333,80.298667,None,None,None,None,None,2026-06-03 14:06:35.832+00,lrit,None,SSL BHARAT,9141314,None,None,None,None,None,Container,None
419001025,18.929333,72.858667,None,None,None,None,None,2026-06-03 14:04:05.287+00,lrit,None,ADWITA,9231523,None,None,None,None,None,Offshore vessels,None
419001085,22.489333,69.854000,None,None,None,None,None,2026-06-03 14:03:35.297+00,lrit,None,RELTUG SEVENTEEN,9752450,None,None,None,None,None,Offshore vessels,None
419001087,-10.172000,44.616667,None,None,None,None,None,2026-06-03 14:07:06.566+00,lrit,None,JAG PUNIT,9709984,None,None,None,None,None,Tankers,None
419001105,19.575333,71.403333,None,None,None,None,None,2026-06-03 14:03:31.546+00,lrit,None,COLONEL S.P.WAHI,9576404,None,None,None,None,None,Offshore vessels,None
419001106,18.928000,72.859333,None,None,None,None,None,2026-06-03 14:07:08.055+00,lrit,None,MARIA,9429596,None,None,None,None,None,Harbour,None
419001120,17.686667,83.288000,None,None,None,None,None,2026-06-03 14:01:50.062+00,lrit,None,OCEAN AMMOLITE,9318797,None,None,None,None,None,Offshore Support Vessel (OSV),None
419001125,18.942000,72.858000,None,None,None,None,None,2026-06-03 14:03:40.516+00,lrit,None,HALANI 6,9165906,None,None,None,None,None,Pushing,None
419001126,20.918667,71.510667,None,None,None,None,None,2026-06-03 14:08:58.552+00,lrit,None,SSL VISAKHAPATNAM,9137521,None,None,None,None,None,Dry Cargo Vessels,None
419001131,11.660000,92.725333,None,None,None,None,None,2026-06-03 14:06:44.137+00,lrit,None,MAKRUZZ GOLD,9147277,None,None,None,None,None,Ferry,None
