419001951,6.991333,93.938000,None,None,None,None,None,2026-06-03 04:07:14.258+00,lrit,None,HALDI,9541071,None,None,None,None,None,Dry Cargo(Break Bulk) Without heavy lift gear,None
419001952,17.695333,83.272667,None,None,None,None,None,2026-06-03 04:07:15.731+00,lrit,None,ORCHIDS,9404144,None,None,None,None,None,Crude Carrier,None
419001958,18.955333,72.847333,None,None,None,None,None,2026-06-03 04:06:37.383+00,lrit,None,M2M PRINCESS,9284568,None,None,None,None,None,Ferry,None
419001964,5.899333,81.467333,None,None,None,None,None,2026-06-03 04:07:01.102+00,lrit,None,CHOLA SERENITY,9302762,None,None,None,None,None,Float on Float off,None
419001978,18.997333,73.029333,None,None,None,None,None,2026-06-03 04:00:58.2+00,lrit,None,SEAGAUTAM,1057062,None,None,None,None,None,Bulk Carrier With gear,None
419001979,19.179333,72.510667,None,None,None,None,None,2026-06-03 04:09:27.986+00,lrit,None,GREEN SANVI,9415686,None,None,None,None,None,LPG,None
419001983,29.364667,34.959333,None,None,None,None,None,2026-06-03 04:02:32.659+00,lrit,None,JAL GARUDA,9196709,None,None,None,None,None,Chemical,None
419001988,21.032000,72.636667,None,None,None,None,None,2026-06-03 04:09:38.239+00,lrit,None,AMNS HERCULES,9687928,None,None,None,None,None,"",None
419001989,5.881333,81.253333,None,None,None,None,None,2026-06-03 04:07:18.718+00,lrit,None,FORTUNE,9434668,None,None,None,None,None,Crude ULCC,None
419001992,23.510000,119.804000,None,None,None,None,None,2026-06-03 04:07:17.968+00,lrit,None,JAL KAMADHENU,9860556,None,None,None,None,None,Container With gear,None
419001993,18.953333,72.872667,None,None,None,None,None,2026-06-03 04:09:29.462+00,lrit,None,AQUA TOW,9555577,None,None,None,None,None,Harbour,None
419001995,18.710667,72.450667,None,None,None,None,None,2026-06-03 04:04:11.91+00,lrit,None,OFFSHORE UNITY,9443982,None,None,None,None,None,Offshore Support Vessel (OSV),None
419001996,21.157333,72.676000,None,None,None,None,None,2026-06-03 04:09:25.772+00,lrit,None,RELTUG TWENTY,1102556,None,None,None,None,None,Harbour,None
419001997,13.925333,51.632000,None,None,None,None,None,2026-06-03 04:09:31.69+00,lrit,None,MARIA GLORY,9314909,None,None,None,None,None,Chemical,None
419002006,13.098667,80.345333,None,None,None,None,None,2026-06-03 04:04:24.597+00,lrit,None,PEBBLES,9332494,None,None,None,None,None,Crude Carrier,None
419002009,21.426667,69.588667,None,None,None,None,None,2026-06-03 04:02:17.591+00,lrit,None,GREEN SACHI,9415698,None,None,None,None,None,LPG,None
419002010,18.952667,72.846667,None,None,None,None,None,2026-06-03 04:09:43.445+00,lrit,None,OCEAN CREWZER - VI,1121318,None,None,None,None,None,Cruise Liner,None
419002012,16.555333,82.595333,None,None,None,None,None,2026-06-03 04:06:44.089+00,lrit,None,MAT VEGA,1158892,None,None,None,None,None,Ocean Going,None
419002013,16.938667,82.254667,None,None,None,None,None,2026-06-03 04:04:38.756+00,lrit,None,MAT NOVA,1158907,None,None,None,None,None,Harbour,None
