mmsi,latitude,longitude,sog,cog,true_heading,rate_of_turn,navigatetion_status,updated,source_name,classb_flag,ship_name,imo,callsign,length,width,draught,destination,type_and_cargo,eta
304776000,54.365692,10.141987,0.2,344.6,511.0,0.0,0,1780295673,MSSIS,0,KERDA,9289790,V2RC5,0.0,0.0,5.9,GBSHO,70,1900-01-01 00:00:00
209783000,1.2502517,103.887375,0.0,175.2,81.0,-0.4017626,1,1780295673,MSSIS,0,TROODOS AIR,9698226,5BJJ4,0.0,0.0,14.5,SG SIN,70,1900-01-01 00:00:00
538004030,36.24714,-4.776682,1.7,53.8,130.0,1.6070504,0,1780295673,MSSIS,0,SEAWAYS FRIO,9596985,V7UU3,0.0,0.0,9.3,GIGIB,89,1900-01-01 00:00:00
211225410,53.46756,9.98959,0.0,0.0,511.0,-731.3865,5,1780295673,MSSIS,0,BJOERN M,5367685,DGEI,0.0,0.0,2.0,HAMBURG,0,1900-01-01 00:00:00
338401396,48.06274,-123.0406,0.0,360.0,511.0,0.0,15,1780295673,MSSIS,0,AVONMORA,0,,0.0,0.0,0.0,,0,1900-01-01 00:00:00
367510010,33.720573,-118.27889,0.0,66.7,511.0,0.0,15,1780295673,MSSIS,0,,0,WDF9901,0.0,0.0,0.0,,37,1900-01-01 00:00:00
227393510,47.374302,-3.217655,0.1,360.0,511.0,0.0,15,1780295673,MSSIS,0,PIERRE DE LUNE,0,,0.0,0.0,0.0,,0,1900-01-01 00:00:00
244042970,52.960613,4.7716885,0.0,6.2,511.0,0.0,15,1780295673,MSSIS,0,,0,PD5634,0.0,0.0,0.0,,36,1900-01-01 00:00:00
258150380,59.89035,10.550488,0.0,159.7,159.0,0.0,15,1780295673,MSSIS,0,KIANDA,0,,0.0,0.0,0.0,,0,1900-01-01 00:00:00
265756910,59.31228,18.03561,0.0,70.8,511.0,0.0,15,1780295673,MSSIS,0,,0,SE9370,0.0,0.0,0.0,,36,1900-01-01 00:00:00
368128230,38.724373,-76.54334,0.0,189.5,511.0,0.0,15,1780295673,MSSIS,0,MARIETTE,0,,0.0,0.0,0.0,,0,1900-01-01 00:00:00
258243680,59.23989,10.470313,0.0,360.0,511.0,0.0,15,1780295673,MSSIS,0,KARELIA,0,,0.0,0.0,0.0,,0,1900-01-01 00:00:00
256003606,43.70743,7.335015,0.1,360.0,511.0,0.0,15,1780295673,MSSIS,0,,0,9HB9462,0.0,0.0,0.0,,37,1900-01-01 00:00:00
227931370,43.012634,6.41432,0.1,360.0,511.0,0.0,15,1780295673,MSSIS,0,,0,FAG3593,0.0,0.0,0.0,,36,1900-01-01 00:00:00
256002822,39.5582,2.62971,0.0,360.0,511.0,0.0,15,1780295673,MSSIS,0,JASI,0,,0.0,0.0,0.0,,0,1900-01-01 00:00:00
316016690,49.294308,-123.12836,0.0,270.0,511.0,0.0,15,1780295673,MSSIS,0,RAINMAN,0,,0.0,0.0,0.0,,0,1900-01-01 00:00:00
367379630,41.79854,-86.74432,0.0,28.5,511.0,0.0,15,1780295673,MSSIS,0,,0,WDE6390,0.0,0.0,0.0,,37,1900-01-01 00:00:00
368490000,26.01448,-80.12045,0.0,360.0,511.0,0.0,15,1780295673,MSSIS,0,,0,WDN9875,0.0,0.0,0.0,,37,1900-01-01 00:00:00
244309916,52.311012,5.149455,0.1,18.8,511.0,0.0,15,1780295673,MSSIS,0,,0,PA2216,0.0,0.0,0.0,,37,1900-01-01 00:00:00
244181367,49.4488,1.0565083,0.0,360.0,82.0,0.0,15,1780295673,MSSIS,0,FLYER,0,,0.0,0.0,0.0,,0,1900-01-01 00:00:00
316008140,47.563595,-52.695705,0.1,60.0,511.0,0.0,15,1780295673,MSSIS,0,,0,,0.0,0.0,0.0,,30,1900-01-01 00:00:00
205441010,51.712772,4.5881467,0.0,360.0,511.0,0.0,15,1780295673,MSSIS,0,,0,OR4410,0.0,0.0,0.0,,37,1900-01-01 00:00:00
244110015,51.697037,4.435567,0.1,27.9,511.0,0.0,15,1780295673,MSSIS,0,GIPSY,0,,0.0,0.0,0.0,,0,1900-01-01 00:00:00
244890856,53.02307,5.697325,0.0,0.0,511.0,-731.3865,0,1780295673,MSSIS,0,SKOGER,0,PD3974,0.0,0.0,1.0,SNEEK,0,1900-01-01 00:00:00
538004535,1.2259884,103.79822,0.0,279.8,129.0,0.0,1,1780295673,MSSIS,0,SEA QUEST,9629940,V7XP4,0.0,0.0,12.1,SG SIN AWPB,80,1900-01-01 00:00:00
244001512,51.83188,4.553903,0.0,360.0,511.0,0.0,15,1780295673,MSSIS,0,SERANO,0,,0.0,0.0,0.0,,0,1900-01-01 00:00:00
538011200,53.455616,-3.0158567,0.0,241.5,66.0,0.0,5,1780295673,MSSIS,0,LILY OCEAN,9347944,V7A6767,0.0,0.0,11.9,GBLIV,70,1900-01-01 00:00:00
316050475,49.1793,-123.94138,0.0,360.0,511.0,0.0,15,1780295673,MSSIS,0,,0,,0.0,0.0,0.0,,37,1900-01-01 00:00:00
316050136,50.591805,-127.087,0.0,360.0,511.0,0.0,15,1780295673,MSSIS,0,,0,,0.0,0.0,0.0,,30,1900-01-01 00:00:00
257846700,59.672398,5.3113017,0.0,258.0,511.0,0.0,15,1780295673,MSSIS,0,RANDI,0,,0.0,0.0,0.0,,0,1900-01-01 00:00:00
338482346,42.3732,-71.04937,0.0,360.0,511.0,0.0,15,1780295673,MSSIS,0,SUMMERPLACE,0,,0.0,0.0,0.0,,0,1900-01-01 00:00:00
316038919,43.05429,-66.07034,0.3,210.6,511.0,0.0,15,1780295673,MSSIS,0,OCEAN  BOYS,0,,0.0,0.0,0.0,,0,1900-01-01 00:00:00
238019000,36.852295,35.933258,0.0,0.0,511.0,-731.3865,1,1780295673,MSSIS,0,RAVA,9796743,9A3550,0.0,0.0,0.0,TRCEY,80,1900-01-01 00:00:00
271048298,37.114056,27.441076,0.0,0.0,511.0,-731.3865,1,1780295673,MSSIS,0,OKO,0,,0.0,0.0,0.0,,0,1900-01-01 00:00:00
538009667,-10.844,-36.919334,0.0,302.0,28.0,0.0,5,1780295673,MSSIS,0,DEVBULK SINEM,9416458,V7A5019,0.0,0.0,10.2,BRBAR,70,1900-01-01 00:00:00
503035190,-21.111448,149.22641,0.0,331.2,511.0,0.0,15,1780295673,MSSIS,0,,0,385861,0.0,0.0,0.0,,36,1900-01-01 00:00:00
636025684,31.716923,36.00112,3.3,214.7,511.0,-731.3865,0,1780295673,MSSIS,0,ILAN,9282510,5LYQ8,0.0,0.0,0.0,CYDHK,84,1900-01-01 00:00:00
232063145,36.735058,28.319963,3.3,329.2,511.0,-731.3865,0,1780295673,MSSIS,0,THEMANDALORIAN,0,MSQ19,0.0,0.0,0.0,,0,1900-01-01 00:00:00
224696180,41.67429,2.7971716,0.0,360.0,511.0,0.0,15,1780295674,MSSIS,0,LES ROQUES III,0,,0.0,0.0,0.0,,0,1900-01-01 00:00:00
367485260,32.68976,-117.13877,0.0,360.0,511.0,-731.3865,5,1780295674,MSSIS,0,PERSUADER,0,WDF7513,0.0,0.0,0.0,,0,1900-01-01 00:00:00
224086550,43.94414,-7.87015,0.9,347.1,511.0,-731.3865,7,1780295674,MSSIS,0,COSTA DA BARCA,9067324,EAJU,0.0,0.0,3.5,,30,1900-01-01 00:00:00
219022902,56.127945,12.311807,0.0,360.0,511.0,0.0,15,1780295674,MSSIS,0,GAZELLEN,0,,0.0,0.0,0.0,,0,1900-01-01 00:00:00
257502600,57.592766,9.9585085,0.0,204.2,191.0,0.0,7,1780295674,MSSIS,0,ASTOR AA55G,0,LK3081,0.0,0.0,0.0,FISHING SKAGERAK,30,1900-01-01 00:00:00
368233560,48.539413,-123.01641,0.0,0.0,0.0,0.0,15,1780295674,MSSIS,0,,0,WDM7387,0.0,0.0,0.0,,37,1900-01-01 00:00:00
244823000,52.443993,4.6932964,10.7,133.0,134.0,0.0,0,1780295674,MSSIS,0,P42,0,PBEN,0.0,0.0,0.0,NL LAW ENFORCEMENT,55,1900-01-01 00:00:00
563326000,59.51756,27.349895,12.8,100.9,99.0,-0.7142446,0,1780295674,MSSIS,0,EAGLE KINABALU,9422196,9V8779,0.0,0.0,8.7,EE SLM,80,1900-01-01 00:00:00
538070177,-33.90377,18.423567,0.0,312.5,136.0,0.0,5,1780295674,MSSIS,0,MY EXPLORER,7932288,V7JD4,0.0,0.0,3.1,ZACPT,37,1900-01-01 00:00:00
251477440,64.29563,-23.322735,0.4,360.0,511.0,0.0,15,1780295674,MSSIS,0,SANDVIK,0,,0.0,0.0,0.0,,0,1900-01-01 00:00:00
244034502,52.410625,4.791455,0.0,87.0,511.0,-731.3865,5,1780295674,MSSIS,0,LIVERPOOL,0,PB2491,0.0,0.0,4.0,AMSTERDAM JAN VAN RI,80,1900-01-01 00:00:00
224123370,41.72613,3.478665,2.6,164.7,511.0,-731.3865,7,1780295674,MSSIS,0,PERLA DE PALAMOS,0,EA2935,0.0,0.0,3.2,,30,1900-01-01 00:00:00
244149450,51.887638,5.4408684,0.0,0.0,511.0,-731.3865,15,1780295674,MSSIS,0,HENDRIKUS,0,PB4820,0.0,0.0,0.2,,69,1900-01-01 00:00:00
224762000,42.39621,-8.696755,0.1,360.0,144.0,0.0,0,1780295674,MSSIS,0,,0,EAWP,0.0,0.0,0.0,,30,1900-01-01 00:00:00
225995873,38.34128,-0.48138833,0.0,360.0,511.0,0.0,15,1780295674,MSSIS,0,,0,,0.0,0.0,0.0,,37,1900-01-01 00:00:00
219024550,40.636967,1.1743517,8.3,2.7,4.0,0.0,0,1780295674,MSSIS,0,ORACLIFF,9229532,OYAM2,0.0,0.0,4.1,ES TAR,80,1900-01-01 00:00:00
367466760,46.199482,-123.38505,0.0,257.0,511.0,-731.3865,5,1780295674,MSSIS,0,MARINA,893989300,WDF5745,0.0,0.0,2.7,ASTORIA,30,1900-01-01 00:00:00
261004108,38.694565,0.26805,6.8,32.8,511.0,0.0,15,1780295674,MSSIS,0,,0,SPG5573,0.0,0.0,0.0,,36,1900-01-01 00:00:00
224375750,36.97578,-1.8954483,0.0,358.4,511.0,-731.3865,0,1780295674,MSSIS,0,STA CRUZ DE TENERIFE,0,EAPS,0.0,0.0,1.4,PTO CARBONERA,99,1900-01-01 00:00:00
227904060,45.922207,-1.5708417,5.8,172.5,511.0,0.0,15,1780295674,MSSIS,0,,0,FAF8985,0.0,0.0,0.0,,36,1900-01-01 00:00:00
245023000,51.81905,4.8563366,7.2,132.0,115.0,-720.00323,5,1780295674,MSSIS,0,SCHELDESTROOM,8434180,PHJG,0.0,0.0,2.3,HARDINXVELD,52,1900-01-01 00:00:00
636016302,37.688114,16.59858,12.4,220.1,218.0,0.0,0,1780295674,MSSIS,0,HIGH FIDELITY,9689146,D5FL5,0.0,0.0,9.2,ES ALG,80,1900-01-01 00:00:00
211246680,55.560368,14.354332,0.0,360.0,511.0,0.0,15,1780295674,MSSIS,0,,0,DG8365,0.0,0.0,0.0,,37,1900-01-01 00:00:00
257927000,70.72615,30.52376,0.2,24.0,107.0,0.0,0,1780295674,MSSIS,0,ROWENTA,9684536,LFGX,0.0,0.0,5.6,TROMSO,30,1900-01-01 00:00:00
232058247,54.3557,6.2608066,0.0,84.1,90.0,0.0,3,1780295674,MSSIS,0,GRAMPIAN KESTREL,1030026,MRHR6,0.0,0.0,5.1,DE EMEHE DREIHT OWF,70,1900-01-01 00:00:00
205518770,37.970795,-0.6842833,0.0,360.0,511.0,0.0,15,1780295674,MSSIS,0,BOREALIS,0,,0.0,0.0,0.0,,0,1900-01-01 00:00:00
636016362,29.340694,-94.5629,0.0,135.8,261.0,0.0,1,1780295674,MSSIS,0,CHEM ALTAMIRA,9705744,D5FU2,0.0,0.0,5.9,USGLS,80,1900-01-01 00:00:00
244025726,42.25024,3.117695,0.3,360.0,511.0,0.0,15,1780295674,MSSIS,0,,0,,0.0,0.0,0.0,,37,1900-01-01 00:00:00
258163380,68.24134,14.574462,2.8,114.3,511.0,0.0,15,1780295674,MSSIS,0,SY MERILINTU,0,,0.0,0.0,0.0,,0,1900-01-01 00:00:00
316007017,48.847347,-123.43653,0.0,360.0,511.0,0.0,15,1780295674,MSSIS,0,,0,EWD,0.0,0.0,0.0,,37,1900-01-01 00:00:00
503345700,-33.85366,151.18697,8.7,276.0,272.0,-78.74547,0,1780295674,MSSIS,0,SIRIUS,0,VJ2017,0.0,0.0,0.0,,60,1900-01-01 00:00:00
338516211,38.978737,-76.331215,0.0,360.0,511.0,0.0,15,1780295674,MSSIS,0,SEA ROVER,0,,0.0,0.0,0.0,,0,1900-01-01 00:00:00
316016748,52.590305,-128.52339,0.0,360.0,511.0,0.0,15,1780295674,MSSIS,0,,0,,0.0,0.0,0.0,,37,1900-01-01 00:00:00
244030641,51.19655,3.8019116,7.7,358.2,511.0,-731.3865,0,1780295674,MSSIS,0,TRAMP,0,PI6404,0.0,0.0,25.5,P00404,79,1900-01-01 00:00:00
244110518,51.829754,4.9384885,0.0,360.0,511.0,-731.3865,12,1780295674,MSSIS,0,TERRA,0,PE3617,0.0,0.0,2.0,OOSTERHOUT,80,1900-01-01 00:00:00
316013980,48.464268,-58.53652,13.6,258.1,257.0,-1.1160072,0,1780295674,MSSIS,0,RADCLIFFE R LATIMER,7711725,VCPK,0.0,0.0,8.1,BOWMANVILLE,70,1900-01-01 00:00:00
244083475,51.87959,4.4455233,0.0,360.0,511.0,-731.3865,5,1780295674,MSSIS,0,VIGILANT,0,PC7968,0.0,0.0,1.7,ROTTERDAM,52,1900-01-01 00:00:00
503702600,-33.855793,151.18915,0.0,220.4,148.0,0.0,0,1780295674,MSSIS,0,ELWING,9553919,VJN4092,0.0,0.0,5.4,SYDNEY,52,1900-01-01 00:00:00
257788900,66.021225,12.622024,0.0,77.0,259.0,0.0,0,1780295674,MSSIS,0,RAASA,0,LK7468,0.0,0.0,1.5,SSJLOVUND TR,40,1900-01-01 00:00:00
244010890,51.887493,5.4421635,0.0,360.0,511.0,-731.3865,15,1780295674,MSSIS,0,VAHALIS 2,0,PD7432,0.0,0.0,1.2,HARNS,37,1900-01-01 00:00:00
538010314,29.350496,-94.72281,0.0,4.4,248.0,0.0,1,1780295674,MSSIS,0,VISHVAKARMAA,9387750,V7A5882,0.0,0.0,10.2,GALVESTON PS,80,1900-01-01 00:00:00
244001104,51.943195,4.862095,0.0,360.0,511.0,-731.3865,0,1780295674,MSSIS,0,ELDA,0,PF5171,0.0,0.0,1.8,DELFT,52,1900-01-01 00:00:00
244670500,51.88923,5.47644,6.6,92.1,92.0,0.0,0,1780295674,MSSIS,0,METEOOR,0,PH5362,0.0,0.0,0.0,DEEST,79,1900-01-01 00:00:00
244650731,51.79497,5.66249,6.8,310.0,311.0,0.0,0,1780295674,MSSIS,0,ELMARE,0,PD8057,0.0,0.0,0.0,OSS  VAN GANSEWINKEL,79,1900-01-01 00:00:00
367015520,29.630665,-92.91667,2.5,120.5,511.0,0.0,15,1780295674,MSSIS,0,,0,WDC3865,0.0,0.0,0.0,,31,1900-01-01 00:00:00
319162500,43.58695,7.1306,0.0,306.0,306.0,0.0,5,1780295674,MSSIS,0,ARIENCE,9563524,ZGIR2,0.0,0.0,3.5,ES BCN  FR ANT,37,1900-01-01 00:00:00
367774490,29.32224,-94.7847,0.0,302.2,304.0,0.0,5,1780295674,MSSIS,0,NICOLE FOSS,9748588,WDJ4108,0.0,0.0,5.0,USGLS,31,1900-01-01 00:00:00
503040370,-16.484884,145.45956,0.0,21.9,511.0,0.0,15,1780295674,MSSIS,0,,0,VMQ8974,0.0,0.0,0.0,,60,1900-01-01 00:00:00
373045000,38.87526,26.945595,0.0,347.1,511.0,-731.3865,1,1780295674,MSSIS,0,GLOBE ATLAS,9765550,3FTQ2,0.0,0.0,0.0,GR KLXTR ALI,80,1900-01-01 00:00:00
265006330,57.88826,11.586661,0.0,360.0,511.0,0.0,15,1780295675,MSSIS,0,MAIJA,0,,0.0,0.0,0.0,,0,1900-01-01 00:00:00
457504000,6.494125,99.19542,7.1,44.2,211.0,0.0,8,1780295674,MSSIS,0,CONFIDENCE,9338785,JVEJ8,0.0,0.0,4.8,PENANG,98,1900-01-01 00:00:00
219001303,56.037624,12.616615,0.1,360.0,511.0,0.0,15,1780295675,MSSIS,0,,0,XPH3766,0.0,0.0,0.0,,37,1900-01-01 00:00:00
265054370,60.26769,18.704422,3.7,123.5,511.0,0.0,15,1780295675,MSSIS,0,,0,SG5918,0.0,0.0,0.0,,37,1900-01-01 00:00:00
636020882,9.484127,-79.901115,4.8,192.8,203.0,4.464029,0,1780295674,MSSIS,0,DOM EXPLORER,9852951,5LBE4,0.0,0.0,12.0,PACTB,80,1900-01-01 00:00:00
316019367,43.840023,-66.12166,0.0,170.4,511.0,0.0,15,1780295675,MSSIS,0,,0,CFD6742,0.0,0.0,0.0,,30,1900-01-01 00:00:00
229940000,45.796215,13.2300415,0.0,300.8,163.0,0.0,5,1780295675,MSSIS,0,SEA TRADER,9364007,9HA2269,0.0,0.0,3.6,IT PNG,70,1900-01-01 00:00:00
371868000,5.193615,-4.067285,0.2,0.4,251.0,0.0,1,1780295675,MSSIS,0,NEW BONANZA,9342815,3EDA9,0.0,0.0,14.2,ABIDJAN,70,1900-01-01 00:00:00
620999623,23.635036,58.57151,0.1,360.0,511.0,-731.3865,15,1780295675,MSSIS,0,MATYAR,9142344,D6A3637,0.0,0.0,0.0,UMMQASR,70,1900-01-01 00:00:00
244031318,51.455906,3.69717,2.9,307.4,299.0,0.0,0,1780295675,MSSIS,0,FARVEL,0,PB2295,0.0,0.0,4.8,ANTWERPEN MARSHALLDO,80,1900-01-01 00:00:00
211666540,44.054535,15.300362,0.0,15.7,511.0,0.0,15,1780295675,MSSIS,0,,0,4312,0.0,0.0,0.0,,37,1900-01-01 00:00:00
261009233,54.367737,18.777977,0.0,360.0,511.0,0.0,15,1780295675,MSSIS,0,,0,SPG6210,0.0,0.0,0.0,,36,1900-01-01 00:00:00
265013570,57.591995,9.956112,0.0,222.0,511.0,0.0,15,1780295675,MSSIS,0,,0,SF9267,0.0,0.0,0.0,,37,1900-01-01 00:00:00
219031879,54.932957,10.83248,0.4,360.0,511.0,0.0,15,1780295675,MSSIS,0,HOERMETIX,0,,0.0,0.0,0.0,,0,1900-01-01 00:00:00
440013750,34.782585,129.02524,8.2,180.7,511.0,-731.3865,0,1780295675,MSSIS,0,HYE SEONG HO,0,305,0.0,0.0,0.0,,0,1900-01-01 00:00:00
248086000,35.729248,15.36958,9.6,38.1,511.0,-1.6070504,0,1780295675,MSSIS,0,SEA BULL,7392696,9HA4510,0.0,0.0,4.6,FISHING GROUND,31,1900-01-01 00:00:00
249362000,54.62415,-1.16245,0.0,31.0,31.0,0.0,5,1780295675,MSSIS,0,CGAS PANTHER,9578000,9HA4214,0.0,0.0,6.7,GB TEE,89,1900-01-01 00:00:00
247279000,35.879078,14.516682,0.0,17.2,174.0,0.0,5,1780295675,MSSIS,0,EXCELLENT,9143441,IBBE,0.0,0.0,6.6,MT MLA,69,1900-01-01 00:00:00
244710637,52.49408,5.07697,0.0,71.3,511.0,-731.3865,15,1780295675,MSSIS,0,VOLENDAM,0,PH3293,0.0,0.0,1.4,VOLENDAM,69,1900-01-01 00:00:00
538009891,16.768333,-64.0015,13.2,127.0,126.0,8.749496,0,1780295675,MSSIS,0,SCOT NUERNBERG,9365257,V7A5304,0.0,0.0,5.2,VILIBMQFDF,89,1900-01-01 00:00:00
244100920,52.994907,4.872505,4.4,116.0,511.0,0.0,15,1780295675,MSSIS,0,,0,PE3130,0.0,0.0,0.0,,37,1900-01-01 00:00:00
